,name,text
4288,The Schwartz,
4289,Hoppy Pils,
4290,The Papers 2,
4291,2 Hopped IPA #1,New england IPA brewed with Citra and Amarillo hops
4292,Necromancer,Imperial stout with cacao nibs and Uganda vanilla beans.
4293,Omerta (coffee And Vanilla),Imperial stout with coffee and vanilla added.
4294,Farm Table (Dry Hopped),
4295,Infusion (Maroon Label),18 month old sour blonde ale infused with hibiscus and ginger. Maroon label.
4296,Rye Farmhouse,
4297,Bellman (Coffee & Lactose),House robust porter with lactose and coffee from balance coffee and teas
4298,Belgian White,
4299,Hefeweizen,
4300,Basic Common,California common type lager
4301,2 Hopped IPA #2,NEIPA brewed with two varieties of hops( Ekuanot and azacca)
4302,Papers 4,"New England Pale Ale brewed with Citra, Galaxy and Vic Secret Hops."
4303,Smoked Rye Porter,
4304,The Decoy,
4305,Brown Porter,A sturdy mix of brown ale and porter. Clean amd smokey
4306,Tangiers,
4307,Smoked Maple Porter with Vanilla,Smoked milk porter brewed with smoked maple malt with vanilla added.
4308,Barrel Aged Omertà (tongan Vanilla Bean),Omertà Aged in stumpy's bourbon barrels with Tongan vanilla beans.
4309,Late July,TART FARMHOUSE ALE AGED 8 MONTHS IN A SINGLE RED WINE BARREL!!!
4310,Hefeweizen With Blackberry + Vanilla,
4311,Catalina Peach Club,
4312,Expectation,"13 month old Oud Bruin aged in red wine barrels and aged on a large amounts of black currants, boysenberries and sweet cherries."
4313,Copacabana,NE IPA with galaxy and el dorado
4314,Citra Rush,NE pale ale with citra hops
4315,Time And Place,
4316,Rye Saison,Rye Saison
4317,The Papers 3,"Galaxy,citra and mosaic."
4318,Bounty Wit,Witbier with fresh local bounty peaches.
4319,Cream Cookie Porter,House robust porter conditioned on chocolate cream cookies.
4320,Omertà,"Coconut, chocolate and booze"
4321,Bada Bing,New England pale ale without the haze.
4322,Bellman,
4323,Yellow Peach Elliptic,
4324,Retro Tandem,
4325,Barrel Fermented Saison,
4326,Witbier,
4327,Pale Ale,
4328,Don't Sell the Marshall,Barrel Aged Stout
4329,Milk Porter,
4330,Sequential,"Sour, Roast"
4331,White Beer,"Belgian white beer brewed with orange peel, coriander, and grains of paradise."
4332,Ouvrir Air,Native wild yeast and bacteria
4333,Winter Table Beer,
4334,Hefe Lyte,A lighter version of our Hefeweizen Ale.
4335,Citra Pale Ale,
4336,Necromancer (Coconut),Russian Imperial Stout w/ Coconut
4337,Peculiar,Slow pour czech Pilsner
4338,Peck,
4339,Bellman (Cinnamon),
4340,Buckwheat Grisette,
4341,Front Porch: Peach,Water hops malt Brett lacto peaches
4342,Front Porch: Plum,Plums Brett lacto water hops barley
4343,Double IPA #1,
4344,The Dolph,
4345,Symmetry,Oud Bruin ale aged in Port barrels
4346,Mud Maple Swine,Coffee maple bacon hops yeast barley water
4347,Single Hop- Citra,
4348,White Rooster Eisbock,
4349,Brown-in-out,
4350,Brier,Sour
4351,Sumac Brett Ipa,Earthquakes
4352,Front Porch: Pear,
4353,20 Acre Tract,With persimmons
4354,Sickle,An easy drinking light Brett Saisin with a fruity aroma & flavor with a semi-dry finish.
4355,Double IPA #2,
4356,Feather,Hops water barley wheat yeast
4357,Wild Flower,
4358,Veranda,A barrel aged tart Saison aged on Mulberries
4359,Carmel Apple Brown,
4360,Grisette,"Barrel-fermented, farmhouse table beer brewed for summer months."
4361,Lester Diamond,
4362,Single Hop Styrian,
4363,Orange Cream Ale,
4364,Halfling,
4365,Harrow,"Medium body, smooth malt characteristics. (From brewer's tasting notes)"
4366,Asymmetry,Oud bruin ale aged in sherry barrels.
4367,Mas Verde,One of our most popular IPA’s featuring Citra and Chinook hops. Bursting with juicy citrus – melon. Uno más?
4368,Glimpse,
4369,Mo'rilla,Mosaic and Amarillo blend together to form the hazy monster Mo'rilla.
4370,Martian Moon House,
4371,Strong Suit,
4372,Object M31,Galaxy hops
4373,Sound the Horns,
4374,Big Smooth,A beer celebrating our 2nd Anniversary. Double IPA with Citra and Galaxy hops.
4375,Happiness Hotel,"El Dorado, Ekuanot, and Azacca hopped"
4376,The Rise (of Swamp Monster),"First there was the Swamp Monster In Love. The tropical, hazy tang was so tasty we knew we wanted more. Only problem is that swamp monsters are hard to… Read More"
4377,Unbound Double IPA,
4378,Swamp Monster In Love,"This hazy, unfiltered pale ale is exclusively hopped with Eureka hops. The spicy tang and the floral aroma will leave you in love too!"
4379,Feet First,A beer for the children.
4380,Unknown Alias,
4381,Illusionati,A rich and decadent milk stout aged on Abracadabra Honduras Rafael Lara coffee beans.
4382,Northern Dusky,IPA brewed with a hint of rye and rotating Southern hemisphere hops.
4383,Unfallen,"Imperial Stout w/ Ancho Chilies, Chocolate Habaneros, Tahitian Vanilla Beans, Cocoa, & Ceylon Cinnamon"
4384,Three Piece Suit,
4385,Rhythm of the Night,Imperial stout aged in bourbon and rye whiskey barrels for 18 months. First in our barrel aged series with lactose and Abracadabra Costa Rican Finca Las… Read More
4386,Alpha Express,"Denali, Citra, and Simcoe hops create citrus, orange, and pineapple."
4387,My Darlin',"My Darlin' is smooth as silk. She's a real sweetheart and you'll love how the crisp, wheaty, malt frames the lucious hoppiness. Cloudy as all get out,… Read More"
4388,Double Dusky,"A double version of our rye IPA, Northern Dusky. Dry hopped with Nelson Sauvin, Galaxy, Motueka, Kohatu and a kiss of Vic Secret."
4389,More Illa,With hop hash
4390,Muddy Udder,Chocolate milk porter
4391,Halo Effect,
4392,Mellow Submarine,Spring time pale ale with Simcoe and Motueka hops.
4393,Stripes On Plaid,A sweet brown ale brewed with smoked malt.
4394,Thunder Melon,Mosaic lupulin powder IPA.
4395,Elephant Dreams,
4396,Front Porch Pickin',Brewed with a large portion of local malt
4397,Miller's Daughter,Golden promise malt and oats make up this golden oat ale.
4398,Protonic Reversal,El Dorado and Mosaic hops
4399,Juncture,
4400,Short Straw,With Ekuanot lupulin powder
4401,Harmonious Caper,
4402,League of Shadows,"Rich, roasty stout with cacao nibs and coconut."
4403,Deeryard,"Dank pale ale with a dry hop of Columbus, centennial, simcoe, and amarillo hops."
4404,The Parlor,"Porter brewed with vanilla beans, cinnamon and lactose."
4405,Dancing Goats,Oatmeal stout with coffee and cocoa
4406,Piece of the Pie,"Kettle sour ale fruited with raspberrys, blackberrys and lactose."
4407,Signs of Life,
4408,Jack Sprat,"A ""small"" stout aka session stout."
4409,Raspberry Passion Fruit Sour,Sour fruit beer
4410,Oompah Bier,Autumn Ale
4411,Moody,
4412,Milkshake IPA,"Sour sop, tangerine puree, lactose, and galaxy hops."
4413,Washed Pale Ale,
4414,Flip Fantasia,
4415,Peach Sour,Aged in white peaches.
4416,Follow the Signs,Oak and funk
4417,Flow the Sign,Brett Beer
4418,Imperial Stout,Subtle vanilla and fudge notes.
4419,League of Shadows W/Cocao Nibs & Coconut,
4420,Rise,
4421,Chocolate Milk Stout,
4422,A Perfect Day for Bananafish,
4423,Pleasant Surprise,
4424,How To Reimagine the World,Gose with Skittles
4425,The Ocean Full of Bowling Balls,"Imperial Stout
With Reese’s Peanut Butter Cups"
4426,Quench Your Curio,
4427,The Magic Foxhole,New Zealand Hopped IPA
4428,Siberian Kiss,
4429,Electric Kool-Aid Acid Test,"Sour IPA with blackberries, raspberry and berry sorbet"
4430,To Better My Angel,
4431,Allergic To Cubicles,
4432,Painting With Bob Ross,
4433,Precocious Madness,"Beautiful sour ale with raspberry, raspberry sorbet, and lactose."
4434,Pleasingly Wreakless,Imperial chocolate milk stout w/ toasted coconut
4435,Living Well Is the Best Revenge,
4436,Shooting an Elephant,Tropical IPA
4437,Everything I Want To Do Is Illegal,Sour IPA with Lactose & Blackberries
4438,Antidote To Apathy,"Gose with tart cherry, squeezed lime & lactose"
4439,War With the Eskimos,
4440,Hot Water Music,
4441,The Interpretation of Dreams,
4442,Get Two Birds Stoned At Once,
4443,Mango Fool,
4444,Everything Is Illuminated #1,
4445,Everything Is Illuminated #3,
4446,I Was Told There’d Be Cake,
4447,The Other One,DIPA bursting with Citra and Mosaic hops.
4448,The Chosen One,"You asked for it and we delivered. An American DIPA overflowing with hops and weighing in at a surprisingly subtle 8.5% ABV. This beer needs no introduction,… Read More"
4449,Violet (The Original Farm Girl),"Floral, citrusy IPA with a Pilsner malt base. Light body from the Pilsner malt and heavy on the American hops for a surprisingly smooth American IPA. Read More"
4450,Cactus,"American Double IPA with extremely soft mouthfeel. Notes of pineapple, mango, and guava. Very subtle 7.5% ABV."
4451,Milo's Phoenix,
4452,Peeptoad Pale Ale,"Straw-colored, juicy American Pale Ale. Super hoppy like those peeptoads on the farm. Notes of citrus and tropical fruit."
4453,The Raffi,"Oatmeal stout brewed with locally roasted coffee for a smooth, slightly nutty flavor profile."
4454,Libby (w/ Nelson Sauvin),
4455,Double Dry Hopped Cactus,
4456,Waterlemon Cay,"This beer was originally brewed as Propagator #12 and is now being given the proper name it deserves. Named after a place near and dear to us, this 8.5%… Read More"
4457,Spruced,American Wheat dry hoppped with Equinox hops and fresh spruce tips harvested from our Christmas trees. Straw colored with unique pine and resin flavors… Read More
4458,Double Dry Hopped The Chosen One,
4459,Libby (w/ Citra),
4460,Libby,American Blonde
4461,Libby (w/ Galaxy),
4462,Libby (w/ Ella),
4463,jack.,"Amber colored pumpkin ale brewed with pumpkins grown right here on the farm. Malt forward, no spices, we let the pumpkin and malt background illuminate… Read More"
4464,Ultra Violet,
4465,Blackjack,Pumpkin Stout
4466,Early Riser IPA,"Early Riser is the latest Tilted Barn IPA. Bursting with pine and tropical fruit flavors and aromas, this IPA is made with a combination of our favorite… Read More"
4467,First Harvest: Pale Ale,"Bright, straw colored pale ale with a focus on hop aroma rather than bitterness. Well balanced and brewed with the elusive Amarilla, Simcoe, and Citra… Read More"
4468,Fermented #4,
4469,Half-Mile IPA,"Exactly what you would expect in an IPA from a hop farm and nothing less. Simple malt bill, loaded with American citrus hops, and sure to please the hop… Read More"
4470,Fermented #6,
4471,Libby (w/ Pacific Gem),
4472,Built To Spill,"tasting notes: citrus, pineapple, and tangerine"
4473,Pavement,"tasting notes: mango, passion fruit, citrus"
4474,Experimental Jet Set,"tasting notes: tropical fruit, soft resin, nutty"
4475,...Like Clockwork,"tasting notes: ripe orange, resinous, pineapple, soft pine"
4476,Youth Lagoon,"tasting notes: citrus, passion fruit, lychee"
4477,The Shining,"tasting notes: pineapple, mango, smoothie"
4478,The Fruit That Ate Itself,"tasting notes: mango, orange, creamsicle"
4479,The Nameless,"tasting notes: papaya, orange peel, pine"
4480,Galaxie 500,"tasting notes: crushed pineapple, papaya, soft"
4481,Lupi Fresh,"tasting notes: orange peel, piney, dank"
4482,Caribou,"tasting notes: papaya, dank, clementine, mango"
4483,Rated R,"tasting notes: tangerine, mango, pineapple"
4484,Halo Bender,"tasting notes: melon, citrus, pine"
4485,Distopian Dream Girl,"tasting notes: tropical, orange sorbet, creamsicle"
4486,Kubrick,"tasting notes: soft, crushed citrus, juice"
4487,Eraserhead,"Soft, tropical, coconut"
4488,Think I'm In Love,
4489,Peel Session,"Imperial IPA brewed with blood oranges and double dry-hopped heavily with Citra and Mosaic.
tasting notes: orange rind, soft, juice bomb"
4490,Manteca,"tasting notes: pillowy, fresh orange, pineapple"
4491,The Purple One,"Petite black currant sour.
tasting notes: lemon, tart, fresh berry"
4492,Television,"tasting notes: soft, citrus, juice"
4493,Folk Implosion,"tasting notes: pineapple, clementine, sorbet"
4494,Another Trip Around the Sun,"Brewed specifically for our second anniversary, we labored long and hard over this beer. In the end, we came out with something we are truly proud of,… Read More"
4495,Clockwork,"tasting notes: tangerine, spruce, pineapple"
4496,Patterns & Pictures,"tasting notes: soft, juicy, mango"
4497,All Green Everything,"A huge, but dry, triple IPA packed with Motueka, Amarillo, Citra and Mosaic."
4498,Other Half IPA,"A west coast style IPA packed with Cascade, Centennial, Chinook and Simcoe."
4499,Green Diamonds,An imperial IPA brewed with Golden Promise malt and lots of Australian Galaxy hops.
4500,Forever Ever,"Session IPA with Apollo, Azacca, Citra, Jarrylo & Mosaic"
4501,Double Dry Hopped Double Mosaic Dream,Double Dry Hopped Double Mosaic Dream is our standard Double Mosaic dry hopped a second time with a mosaic lupulin powder. Lupulin powder is a new hop… Read More
4502,Double Dry Hopped All Citra Everything,Our standard All Citra Everything double dry hopped with an extra dose of Citra lupulin powder.
4503,Hop Showers,"Citra, Amarillo & Ahtanium hops"
4504,Double Dry Hopped Mylar Bags,"Our standard Mylar Bags which is hopped with Amarillo, Galaxy, Citra, Mosaic and El Dorado and crushes it with Citra and Mosaic lupulin powders and more… Read More"
4505,Double Dry Hopped Space Diamonds,"Double Dry Hopped Space Diamonds Imperial IPA takes Space Diamonds, our all Galaxy IIPA and crushes it with another massive dose of Galaxy hops."
4506,Double Dry Hopped Double Mosaic Daydream,"Double Dry Hopped Double Mosaic Daydream is an Oat Cream Imperial IPA similar to Double Mosaic Dream, but brewed with oats and lactose sugar. Mosaic at… Read More"
4507,Double Dry Hopped Double Citra Daydream,Double Dry Hopped Double Citra Daydream is an Imperial Oat Cream IPA. It's blasted with Citra pellets and finished off with Citra Lupulin powder on a… Read More
4508,Double Mosaic Dream,Single hop Double IPA. All mosaic all the time.
4509,Double Dry Hopped Broccoli,"Double Dry Hopped Broccoli takes our Broccoli to the next level. Brewed with lots of wheat, oats, Cascade, Hallertau Blanc, Mosaic and Simcoe. We then… Read More"
4510,All Citra Everything,Single Hop Imperial IPA
4511,Double Dry Hopped Forever Simcoe,Double Dry Hopped Forever Simcoe takes our regular Forever Simcoe and hits it with a second dry hopping with Simcoe Lupulin Powder.
4512,Green City,"Oat IPA with Citra, Centennial, and Simcoe"
4513,Double Dry Hopped Mylar Daydream,Double Dry Hopped Mylar Daydream is an Imperial Oat Cream IPA. This takes Mylar Bags and gives it the oat cream treatment. It’s heavily dosed with El… Read More
4514,Magic Green Nuggets,"Imperial India Pale Ale brewed with 100% Segal Ranch high oil Cascade hops. The Segal's were the first to grow Cascade hops, and he resides right up the… Read More"
4515,Double Dry Hopped Cabbage,"Double Dry Hopped Cabbage is hopped with Simcoe, Mosaic, Vic Secret and Motueka. A double dry hop addition makes this an explosively hoppy DIPA."
4516,Double Dry Hopped Stacks On Stacks,"Our standard Stacks on Stacks which is already generously hopped with Citra, Mosaic, and El Dorado and hits it again with Citra and Mosaic lupulin powders… Read More"
4517,Mylar Bags,"Imperial IPA hopped with El Dorado, Amarillo, Citra, Mosaic and Galaxy"
4518,Triple Cream,Triple Cream is a Triple Dry Hopped Imperial Oat Cream IPA. It's an even bigger version of Cheddar Imperial IPA brewed with lactose and tons of oats!… Read More
4519,Citra IPA,
4520,Stacks On Stacks,"Imperial IPA brewed with Citra, Mosaic & El Dorado hops."
4521,Double Dry Hopped Cheddar,"Double Dry Hopped Cheddar is “shredded” with Citra, Ekuanot, Kohatu and Wai-iti hops then topped of with a second helping of each."
4522,Crank,India Pale Ale hopped heavily with citra.
4523,"Cream & Sugar, Please",This coffee porter is brewed with chocolate and dark chocolate malts to give a robust backbone for the lactose (milk sugar) to build on and is finished… Read More
4524,Fixie,
4525,RareR DOS,"Aged for hundreds of thousands of minutes inside Prichard’s Rum barrels, RareR DOS remains locked away. With good behavior, it has been released back… Read More"
4526,Sharrow,Formerly known as Rikshaw
4527,Trademark Dispute Green Label (Hazelnut),Bourbon Barrel-Aged Hazelnut Imperial Stout
4528,Rare DOS Whiskey Barrel Aged Imperial Stout,
4529,Barrel-Aged Hazelnut Imperial Stout,Barrel-Aged Imperial Stout with hazelnuts and cocoa nibs
4530,Rare Dos Double Barrel (Cinnamon),Rare dos aged in bourbon barrels and then cinnamon barrels
4531,3rd Anniversary BA Vietnamese (Da Lat),Cycle Third Anniversary Red Label
4532,DBR,Double Barrel-Aged Imperial Stout
4533,3rd Anniversary BA Mostra Coffee Stout (Indonesia Sumatra),Barrel-Aged Imperial Stout w/ Mostra's Indonesia Sumatra Coffee (Blue Label)
4534,Trademark Dispute Red Label Vanilla Chilies & Cinnamon,"Bourbon barrel aged Imperial Stout with Vanilla, Cinnamon & Chillies"
4535,Greatest Hits BA Coffee Brinner,Bourbon Barrel Aged Imperial Stout with maple and our own Barrel Aged Coffee Beans.
4536,Trademark Dispute Brown Label (Vanilla),Bourbon Barrel Aged Imperial Stout with Vanilla
4537,Rare Dos Double Barrel (Vanilla),Rare DOS Imperial stout aged in Bourbon Barrels THEN aged in Vanilla-bourbon barrels.
4538,DOS Brunch,"Collab with Mikkeller and Mostra Coffee. Half Rare DOS and half Beer Geek Brunch brewed at Cycle and aged in ""Colorado"" whiskey barrels, then finished… Read More"
4539,Trademark Dispute Yellow Label Cinnamon Coffee,Bourbon barrel aged Imperial Stout with Cinnamon & Coffee
4540,Trademark Dispute Orange Label Coconut,Bourbon Barrel aged Imperial Stout with Coconut
4541,Hammer,
4542,Rare Noa,"Bourbon barrel imperial stout with cinnamon, coffee & pecans. Collab with Omnipollo"
4543,Pallet #5,Cognac barrel-aged.
4544,Joyous Almond,
4545,Big Adventure,"Released Friday, 6/9/17. Big Adventure is a collaborative Imperial Stout aged in bourbon barrels and then moved from those barrels into cinnamon whiskey… Read More"
4546,Freewheel Session IPA,"NOT FREEWHEEL BREWING!
American pale ale with all New Zealand hops, lots of Nelson Sauvin giving tons of bright tropical fruit character."
4547,Coffee Shop Vibes (w/ Sump Peruvian),"Vibes, our Russian Imperial Stout, that was brewed with an addition of coffee from our friends at Sump Coffee."
4548,Base Weight,"Robust Porter with notes of Milk Chocolate, Almond, and Roastiness."
4549,Coffee Shop Vibes (w/ Sump Mexican),
4550,Saison Nouveau,Saison aged in stainless steel with our local microflora.
4551,Table Nouveau,New Zealand & European Dry-Hopped Table Saison
4552,More X's! More Z's!,We combined an old school way (one dry hop addition) with a much newer school way (huge dry hop amount) for More X's! More Z's!. We used a simple malt… Read More
4553,Coffee Shop Vibes (w/ Sump Colombian) Blend #2,"Vibes, our Russian Imperial Stout, that was brewed with an addition of coffee from our friends at Sump Coffee."
4554,Oranges on Wheat,Belgian-Style White Ale brewed with Sweet Orange Peel & Coriander.
4555,Proof of Concept #1,Double Dry-Hopped NE-style APA brewed with a proprietary blend of hops.
4556,Coconut Vibes (Blend #2),Imperial Stout with coconut. Blend #2 has 4 times the coconut as Blend #1.
4557,Catamaran,"Double Dry-Hopped IPA with Galaxy, Vic Secret, & Mosaic."
4558,J Dub Fan Club,"American Pale Ale brewed with Passion Fruit and dry-hopped with Mosaic, Amarillo & Simcoe."
4559,Cruising Gravel,"Double Dry Hopped American IPA with Galaxy, Mosaic, El Dorado, and Apollo. Brewed in collaboration with our friends at Narrow Gauge."
4560,Backpack Fashion Show (Batch #3),"Double IPA Dry-Hopped three times with Citra, Galaxy, & Nelson Sauvin Hops"
4561,Tommy Fresh (Batch #2),"Triple Dry Hopped American IPA with
Galaxy, Nelson, & Simcoe"
4562,Random Signals and Noise,"American IPA Double Dry Hopped with Motueka, Rakau, Melba, & Vic Secret."
4563,Proof of Concept #3,
4564,Shaeson,"Naturally acidified over 2 months in stainless, Shaeson is a tart, Table Saison/Gose with Grey Salt, Lemon Peel and French Lavender."
4565,Proof of Concept #2,Double Dry-Hopped NE-Style Pale Ale with notes of Orchard & Citrus Fruit.
4566,Late Heavy Bombardment,"This Triple Dry-Hopped DIPA is bombarded with a cocktail of 6 high oil content hops from the US, New Zealand, & Australia, and has influences from both… Read More"
4567,Little Larry,Dry-hopped Unfiltered American Pilsner
4568,Fanny Pack Fashion Show,"The little brother to Backpack Fashion Show, this IPA is intensley hopped with Citra, Galaxy, and Nelson."
4569,Throwing Rocks,"A Double Dry-Hopped IPA recipe with Simcoe, Amarillo, Mosaic and Galaxy hops that we decided to ferment with a clean Lager Strain. Our first India Pale… Read More"
4570,Sukoshi,"Double Dry-Hopped IPA loaded with Galaxy, Motueka and Mosaic."
4571,Neon Simcoe,Double Dry Hopped 100% Simcoe IPA
4572,Opa,German-style Pilsner brewed with German hops & lagered for 9 weeks.
4573,Type 304,American Blonde ale dry-hopped with Cascade & Amarillo hops.
4574,Skiff,"West Coast IPA Double Dry Hopped with Mosaic, El Dorado, and Melba."
4575,Base Weight With Cocoa Nib And Vanilla Bean,Robust Porter with Cocoa Nib and Vanilla Bean.
4576,Safe Terminal,"English Barleywine brewed with all English malts, hops and yeast."
4577,Barrel Aged Coffee Shop Vibes,Barrel Aged Coffee Shop Vibes is our Imperial coffee that was aged in Bourbon barrel for 1 year before being infused with fresh coffee from Sump. The… Read More
4578,Cimmerian Sea,A small black sea of malty mysteriousness. The mythical Cimmerian people liked to live in perpetual darkness. This winter let this 5.6% America Stout… Read More
4579,Base Weight With Coffee And Cinnamon,Robust Porter with Sump Ethiopian Chelbassa Coffee and fresh ground cinnamon.
4580,Cimmerian Sea With Coffee And Cocoa Nibs,American stout with coffee and cocoa nibs.
4581,Resilience Butte County Proud IPA,"Honored to support those impacted by the Camp Fire. From Sierra Nevada: Butte County roots run deep. Forested hills, winding rivers, towering pines, mighty… Read More"
4582,Iced Coffee Shop Vibes,
4583,Craft Burrito Vibes,Imperial Stout brewed with Coconut and finished on Ancho Chiles & Cinnamon Sticks.
4584,Breakfast Burrito Vibes,Imperial Stout aged on Blueprint Tekton Coffee and Vermont Maple Syrup. Made for a charity event for the Craft Burrito group.
4585,Proof of Concept #4,American pale ale
4586,Caramel Apple Cider,"A spiced cider featuring the flavors of fall: caramel, brown sugar, cinnamon, cardamom, and, of course, apples. Crisp as an autumn night with a long,… Read More"
4587,March To Buzz,"A hoppy and somewhat ""sessionable"" manifestation of O.B. Mead. Notes of citrus, orange blossoms, and tropical fruits balanced with plentiful acid and… Read More"
4588,The Coco Man,
4589,With A Baseball Bat (Concord Grape),"It's peanut butter jelly time! This sweet mead leads off with a big smack of peanut butter before sliding into concord grape jelly notes. Long, long finish… Read More"
4590,With A Baseball Bat (Raspberry),Raspberry mead with peanut butter
4591,Carrot Quake,
4592,Prickly Pare,"We made this sparkling wine with apples, pears and prickly pears, which is the fruit of cactus plants."
4593,Orange Blossom,"Light and delicate, this mead displays citrus and floral notes. Orange Blossom straddles the line of semi-dry and semi-sweet, so it is quite versatile… Read More"
4594,Raspberry,Wild flower honey mead with lots of raspberries.
4595,Pirate Love,
4596,Strawberry Mead,This mead features strong strawberry character from start to finish. The alfalfa honey used adds a waxy & vanilla note. Medium sweetness and acidity provide… Read More
4597,Cider,"Semi tart, semi tannic"
4598,With A Baseball Bat (Strawberry),"It’s peanut butter jelly time! This sweet mead leads off with a big smack of peanut butter before sliding into strawberry jam notes. Long, long finish… Read More"
4599,Fuzz Bomb,"Meant to drink like a peach-bourbon cocktail. Notes of peach, honey, bourbon, and vanilla with a hint of cinnamon."
4600,Pistachio Delight,"Pistachio Delight—Inspired by the dessert salad of the same name, this sweet mead is composed of pineapples, white grapes, orange blossom honey, pistachios… Read More"
4601,Sloop John Bee,"A semi-sweet traditional mead with notes of orange blossoms, lemon squares, and vanilla."
4602,Toasted Coconut,"Made with 100% meadowfoam honey and aged on toasted coconut, vanilla beans and American oak"
4603,Welcome To the Goodie Room,"This tropical mead is composed of pineapples, white grapes and orange blossom honey, and, at alcohol 13.5% by volume, it brings the thunder. You want… Read More"
4604,Berry the Dead,
4605,Bad Humor,"This is a semi-sweet mead made with orange blossom honey, orange juice, orange zest and vanilla beans."
4606,With A Baseball Bat (Mixed Berry),"It’s peanut butter jelly time! This sweet mead leads off with a big smack of peanut butter before sliding into mixed berry jelly notes. Made with blackberries,… Read More"
4607,I Just Blue Myself,Blueberry mead with maple syrup.
4608,Threat Level Meadnight,"A sweet mead made with loads of black cherries, along with Cabernet Franc and Concord grapes. Heavy black cherry character is joined by grape jelly and… Read More"
4609,Buckwheat Blossom,Traditional mead made with Buckwheat Blossom honey. Aged on a blend of toasted American Oak
4610,Fat Elvis,"Inspired by the King's favorite sandwich, this mead is made with bananas, peanuts and a touch of hickory smoke. Thank you, thank you very much."
4611,Double Stack,Double Stack is our Imperial Breakfast Stout fermented with an irresponsible amount of maple syrup & aged on whole bean Sumatra from our friends at Clutch… Read More
4612,Blueberry Muffin,This tart and whimsical blueberry treat will remind you of your family's freshly baked blueberry muffins!
4613,Juice Jr.,This sessionable IPA is brewed with an insane amount of Mosaic hops and lots of love. Juice Jr. is the little brother of Juice Box.
4614,Ripe IPA,"Brewed exclusively with Citra hops, Ripe brings a bit of juicy haze to Portland. This award-winning IPA is loaded with tropical notes of mango & papaya. Read More"
4615,Juice Box,"Bursting with pungent Mosaic hops and aromas of peach, mango, and passion fruit, JB has a creamy smooth mouthfeel and mellow bitterness. Watch out, this… Read More"
4616,Space Invader,This Southern Hemisphere IPA is brewed with a massive amount of Galaxy hops from Australia. Beware!!! HOPS ARE ATTACKING!
4617,Orange Creamsicle IPA,"Amarillo and Motueka hops, orange puree, vanilla, and milk sugar converge in this delicious interpretation of a childhood favorite."
4618,Key Lime Pie,"Refreshing and tart summer beer brewed with Key Limes, vanilla beans, coriander, sea salt, brown sugar and lactose."
4619,Mandela (with Nelson),Mandela (w/ Nelson) is a hazy IPA brewed with revolution on the mind. This beer is dry-hopped with Nelson Sauvin hops from New Zealand and hop varieties… Read More
4620,Peach Punch (You in the Eye),"Great Notion & Block 15 teamed up blending techniques and ideas from both breweries creating this special ale. Peach Punch is a big luscious IPA, fermented… Read More"
4621,Peanut Brother,"Peanut Brother is our Imperial Milk Stout aged on peanut butter, and raw chocolate. 9% abv"
4622,Super Ripe,"We took our RIPE recipe, and made it bigger and badder! Super Ripe is double dry hopped with massive amounts of Citra hops, and a second addition of Vic… Read More"
4623,Boo Berry Muffin,"BOO! Don't be scurrred! It's just our friendly Halloween brew, BOO BERRY MUFFIN. In the holiday spirit, we took our classic Blue Berry Muffin recipe,… Read More"
4624,Guava Mochi,"Guava Mochi is a thick and juicy fruited IPA brewed with toasted rice and fermented with milk sugar, guava, and vanilla bean. This trocpial delight was… Read More"
4625,I Love it When you Call Me Big Papaya,To all the ladies in the place with style & grace.... I Love it When you Call Me Big Papa(ya) is a small batch Sour Ale aged on ... yup you guessed it.… Read More
4626,momo,momo is a Southern Hemisphere hazy IPA double dry-hopped exclusively with Motueka. This beer represents our curiosity in hop exploration to educate ourselves… Read More
4627,Luminous 03,"Luminous is our series of Sour IPA's and each batch is uniquely different. The dry-hop and fruit varieties change, but the base beer remains the same.… Read More"
4628,Double Fudge Coconut Brownie,"Double Fudge Brownie is a rich and decadent Imperial Stout fermented with buckets of gooey brownie batter, conditioned on raw dark chocolate from Ecuador,… Read More"
4629,Over-Ripe IPA,"Over-Ripe is an experimental IPA brewed with rotating exotic hops and exotic fruit. We get loads of overripe fruit like cantaloupe, honey dew, pineapple… Read More"
4630,Mango Coconut Mochi,"A new offering from our experimental series of IPA's, this beer was fermented with toasted rice, flaked oats, mangoes, and hundreds of lbs of coconut.… Read More"
4631,Homecoming,"We joined forces with Other Half, to celebrate Sam's return to Portland with dank DIPA. We rolled out the pink carpet for this hazy DIPA dry-hopped with… Read More"
4632,Baby Blue,"Baby Blue is the 6% love child of Blueberry Muffin and Juice Jr. - a hazy IPA fermented with blueberry puree, dry hopped with Mosaic, and conditioned… Read More"
4633,Passion Fruit Mochi,"Passion Fruit Mochi is a thick, juicy fruited IPA fermented with toasted rice, milk sugar, vanilla, and of course Passion Fruit! We dry hopped this one… Read More"
4634,Juice Invader,Juice Invader is a combination of two or our favorite beers. Galaxy and Mosaic hops collide in this interstellar meeting of friends.
4635,Full Grown,"It's true, we made two beers inspired by Outkast. Puppy Love was a cute lil' Session IPA, and Full Grown is of course a big DIPA. We dry hopped this beer… Read More"
4636,Mango Juice Jr.,IPA fermented with buckets of Mango puree and dry hopped with Mosaic hops.
